"Game"	"Platform"	"Score"	"Genre"
"WWE SmackDown vs. Raw 2010"	"PS3"	8.5	"Wrestling"
"WWE SmackDown vs. Raw 2010"	"X360"	8.5	"Wrestling"
"Fallout 3 (Game of the Year Edition)"	"X360"	9.6	"Action, RPG"
"Sam &amp; Max: Beyond Time and Space"	"X360"	7	"Adventure, Compilation"
"Bass Pro Shops: The Strike"	"Wii"	4.8	"Hunting"
"Fallout 3 (Game of the Year Edition)"	"PC"	9.6	"Action, RPG"
"Fallout 3 (Game of the Year Edition)"	"PS3"	9.4	"Action, RPG"
"Mario &amp; Sonic at the Olympic Winter Games"	"Wii"	6.5	"Sports"
"FIFA Soccer 10"	"X360"	9	"Sports"
"NBA 2K10 "	"PC"	7.9	"Sports"
"Word Searcher"	"Wii"	4.5	"Puzzle, Word Games"
"Axel &amp; Pixel"	"X360"	8.2	"Adventure"
"Cities XL"	"PC"	8.1	"Simulation"
"FIFA Soccer 10"	"PS3"	9	"Sports"
"Final Fight 2"	"SNES"	7	"Action"
"Magnacarta 2"	"X360"	6.8	"RPG"
"Cabela's Outdoor Adventures"	"PS3"	7	"Hunting"
"Clubhouse Games Express: Family Favorites"	"DSi"	6	"Board"
"Pinball Pulse: The Ancients Beckon"	"DSi"	7.9	"Pinball"
"Pokemon Mystery Dungeon: Explorers of Sky"	"DS"	4.9	"RPG"
"Cabela's Outdoor Adventures"	"PS2"	7	"Hunting"
"Mystery Mania"	"iPhone"	8.5	"Puzzle"
"Cabela's Outdoor Adventures"	"X360"	7	"Hunting"
"Shrek Kart"	"iPhone"	7.3	"Racing"
"Final Fight 2"	"Wii"	7	"Action"
"Br&uuml;tal Legend"	"X360"	9	"Action"
"NBA 2K10"	"PSP"	5.5	"Sports"
"Backbreaker Football: Tackle Alley"	"iPhone"	7.9	"Sports"
"NBA Live 10"	"PSP"	6.8	"Sports"
"Br&uuml;tal Legend"	"PS3"	9	"Action"
"NBA 2K10"	"PS2"	6.5	"Sports"
"FIFA Soccer 10"	"iPhone"	6.5	"Sports"
"Wacky World Of Sports"	"Wii"	3.8	"Party"
"Half-Minute Hero"	"PSP"	8.8	"RPG"
"Cloudy with a Chance of Meatballs "	"PSP"	6	"Action"
"Fallout 3 -- Point Lookout"	"PS3"	8.5	"Action, RPG"
"CrimeCraft"	"PC"	5.6	"Action"
"Spore Hero"	"Wii"	6.1	"Simulation"
"Risen"	"PC"	8.6	"RPG"
"Marvel: Ultimate Alliance 2"	"DS"	5.8	"Action"
"A Boy and His Blob"	"Wii"	7.6	"Platformer"
"Naruto Shippuden: Legends: Akatsuki Rising"	"PSP"	5	"Action"
"Operation Flashpoint: Dragon Rising"	"X360"	7.8	"Shooter"
"Operation Flashpoint: Dragon Rising"	"PC"	8.2	"Shooter"
"Operation Flashpoint: Dragon Rising"	"PS3"	7.8	"Shooter"
"Saw: The Videogame"	"PS3"	7.5	"Action"
"Forza Motorsport 3"	"X360"	9.4	"Racing"
"Aion"	"PC"	8.5	"RPG"
"Saw: The Videogame"	"X360"	7.5	"Action"
"Arkanoid Plus!"	"Wii"	8	"Action"
"Demon's Souls"	"PS3"	9.4	"RPG"
"NBA 2K10 (Anniversary Edition)"	"X360"	8.5	"Sports"
"NBA 2K10 (Anniversary Edition)"	"PS3"	8.5	"Sports"
"NBA 2010: The Inside"	"PSP"	7	"Sports"
"iZombieland"	"iPhone"	7.4	"Action"
"Canabalt"	"iPhone"	8	"Platformer"
"Cabela's Outdoor Adventures"	"Wii"	7	"Hunting"
"Baseball Blast!"	"Wii"	6	"Sports"
"Cloudy with a Chance of Meatballs"	"DS"	6	"Action"
"Star Wars: The Clone Wars -- Republic Heroes "	"DS"	5.5	"Action"
"Star Wars: The Clone Wars -- Republic Heroes"	"PS2"	4.8	"Action"
"Thorium Wars"	"DSi"	5.5	"Action"
"Star Wars: The Clone Wars -- Republic Heroes"	"Wii"	4.8	"Action"
"South Park Let's Go Tower Defense Play!"	"X360"	7	"Strategy"
"Lucidity"	"X360"	6.3	"Platformer"
"Mini Ninjas"	"PC"	8	"Action"
"Star Wars: The Clone Wars -- Republic Heroes"	"X360"	4.8	"Action"
"Critter Crunch"	"PS3"	8.6	"Puzzle"
"Afrika"	"PS3"	3.5	"Adventure"
"Star Wars: The Clone Wars -- Republic Heroes"	"PSP"	4.5	"Action"
"Star Wars: The Clone Wars -- Republic Heroes"	"PC"	4.8	"Action"
"Star Wars: The Clone Wars -- Republic Heroes"	"PS3"	4.8	"Action"
"Eyegore's Eye Blast"	"iPhone"	8	"None"
"The Wizard of Oz: Beyond the Yellow Brick Road"	"DS"	8	"RPG"
"Tornado Outbreak"	"Wii"	8.1	"Action"
"Fallout 3 -- The Pitt"	"PS3"	7.5	"Action, RPG"
"Fallout 3 -- Operation: Anchorage"	"PS3"	7.8	"Action, RPG"
"Tornado Outbreak"	"PS3"	8.1	"Action"
"Marvel: Ultimate Alliance 2"	"PSP"	4	"Action, RPG"
"Final Fantasy"	"NES"	8.5	"RPG"
"Tornado Outbreak"	"X360"	8.1	"Action"
"Final Fantasy"	"Wii"	8.5	"RPG"
"The Bigs 2"	"DS"	4	"Sports, Action"
"NBA 2K10"	"X360"	8.5	"Sports"
"NBA 2K10 "	"PS3"	8.5	"Sports"
"Arkanoid"	"iPhone"	8.5	"Action"
"Family Fun Football"	"Wii"	4	"Sports"
"Cloudy with a Chance of Meatballs"	"Wii"	6.6	"Action"
"Marvel: Ultimate Alliance 2"	"PS2"	4.5	"Action, RPG"
"Battle of Giants: Dragons"	"DS"	7.2	"Simulation"
"Undead Knights"	"PSP"	5.8	"Action, Adventure"
"MotorStorm: Arctic Edge"	"PSP"	9	"Racing"
"Cloudy with a Chance of Meatballs"	"X360"	6.6	"Action"
"Wii Fit Plus"	"Wii"	8.2	"Sports"
"Cloudy with a Chance of Meatballs"	"PS3"	6.6	"Action"
"Robocalypse: Mobile Mayhem"	"iPhone"	8.8	"Strategy"
"NBA Live 10"	"X360"	8.2	"Sports"
"NBA Live 10"	"PS3"	8.2	"Sports"
"Sudoku (EA)"	"PSP"	7.3	"Puzzle"
"Monster Mayhem: Build and Battle"	"Wii"	4.5	"Action"
"Super K.O. Boxing 2"	"iPhone"	7.5	"Sports"
"PixelJunk Monsters Deluxe"	"PSP"	9	"Strategy"
"Funky Punch"	"PSP"	5.5	"Fighting"
"Tetris (EA)"	"PSP"	7.6	"Puzzle"
"Hero of Sparta"	"PSP"	7.9	"Action"
"Bust-A-Move Live"	"X360"	7.5	"Puzzle"
"Alien Havoc"	"PSP"	5	"Puzzle, Action"
"Fieldrunners"	"PSP"	7.5	"Strategy"
"Dungeon Hunter"	"iPhone"	7.9	"Action, RPG"
"Obscure: The Aftermath "	"PSP"	6	"Action, Adventure"
"Military Madness"	"X360"	6.9	"Strategy"
"3-2-1 Rattle Battle"	"Wii"	4.5	"Action"
"Dragon Quest Wars"	"DSi"	8.5	"RPG"
"Real Soccer 2010"	"iPhone"	7.9	"Sports"
"MySims Agents"	"DS"	4.9	"Adventure"
"Left 4 Dead -- Crash Course"	"X360"	8	"Shooter"
"Driift"	"Wii"	8	"Racing"
"Left 4 Dead -- Crash Course"	"PC"	8	"Shooter"
"Bass Pro Shops: The Strike"	"X360"	4.5	"Hunting"
"Beaterator"	"PSP"	8	"Music"
"Tales of Monkey Island -- Chapter 3: Lair of the Leviathan"	"PC"	8	"Adventure"
"Brain Challenge 2: Think Again!"	"iPhone"	7.5	"Educational"
"Monster Mayhem: Build and Battle"	"DS"	4	"Action"
"Scooby-Doo! First Frights"	"Wii"	5	"Action"
"Kingdom Hearts 358/2 Days"	"DS"	8	"Action, RPG"
"Altered Beast"	"Arcade"	4	"Fighting, Action"
"The Warriors: Street Brawl"	"X360"	3.3	"Fighting, Action"
"Scooby-Doo! First Frights"	"DS"	5	"Action"
"Ion Assault"	"X360"	7.8	"Action"
"Scooby-Doo! First Frights"	"PS2"	5	"Action, Adventure"
"Fallout 3 -- Broken Steel"	"PS3"	8.5	"Action, RPG"
"Altered Beast (Arcade)"	"Wii"	4	"Action"
"Clubhouse Games Express: Strategy Pack"	"DSi"	5.7	"Card"
"Baseball Superstars 2010"	"iPhone"	8.5	"Sports"
"MySims Agents "	"Wii"	7.8	"Adventure"
"Drill Sergeant Mindstrong"	"Wii"	5.5	"Educational, Puzzle"
"Family Guy: Uncensored"	"iPhone"	4.5	"Action"
"Order of War"	"PC"	8	"Strategy"
"Heroes Over Europe"	"PC"	6	"Flight, Action"
"Heroes Over Europe"	"X360"	6	"Flight, Action"
"Heroes Over Europe"	"PS3"	6	"Flight, Action"
"Mini Ninjas"	"DS"	4	"Action"
"Lumines Touch Fusion"	"iPhone"	5.8	"Puzzle, Action"
"Sliding Heroes"	"iPhone"	7.7	"Strategy"
"Shorts"	"DS"	6	"Action"
"Dead Space Extraction"	"Wii"	8.5	"Action, Adventure"
"Mart Racer"	"Wii"	4	"Racing"
"Zombie Apocalypse"	"PS3"	6.5	"Action"
"The Last Ninja 2: Back with a Vengeance"	"Commodore 64/128"	7.5	"Action, Adventure"
"Zombie Apocalypse"	"X360"	6.5	"Action"
"IL-2: Sturmovik: Birds of Prey"	"DS"	3.5	"Flight"
"James Patterson's Women's Murder Club: Games of Passion"	"DS"	6	"Adventure"
"The Last Ninja 2: Back with a Vengeance"	"Wii"	7.5	"Action, Adventure"
"Katamari Forever"	"PS3"	7	"Action"
"Spyborgs"	"Wii"	7.5	"Adventure"
"Mini Ninjas"	"X360"	8	"Action"
"Teenage Mutant Ninja Turtles: Smash-Up"	"Wii"	7	"Fighting"
"Mini Ninjas"	"PS3"	8	"Action"
"Ninja Gaiden Sigma 2"	"PS3"	8.4	"Action"
"Hybrid: Eternal Whisper "	"iPhone"	8	"Action, RPG"
"Mini Ninjas"	"Wii"	7.6	"Action"
"Wizards of Waverly Place"	"DS"	5	"Adventure"
"Golvellius: Valley of Doom"	"iPhone"	7.3	"Action, Adventure"
"Bit Boy"	"Wii"	5.5	"Action"
"You, Me &amp; The Cubes"	"Wii"	8.5	"Puzzle"
"Aera"	"iPhone"	6.5	"Flight, Simulation"
"Need for Speed Shift"	"PSP"	6	"Racing"
"MySims Camera"	"DSi"	4	"Productivity"
"Halo 3: ODST"	"X360"	9	"Shooter"
"NHL 2K10"	"Wii"	8	"Sports"
"Uncharted 2: Among Thieves"	"PS3"	9.5	"Action, Adventure"
"IL-2: Sturmovik: Birds of Prey"	"PSP"	6.8	"Flight, Action"
"Pinball Hall of Fame: The Williams Collection"	"PS3"	8.5	"Pinball"
"Interpol: The Trail of Dr. Chaos"	"PS3"	4.5	"Adventure"
"Super Robot Taisen OG Saga: Endless Frontier"	"DS"	8	"RPG"
"Pinball Hall of Fame: The Williams Collection"	"X360"	8.5	"Pinball"
"Hip Hop All Star"	"iPhone"	8	"Music"
"Marvel: Ultimate Alliance 2"	"Wii"	5.8	"Action, RPG"
"Bubble Bobble Neo!"	"X360"	7.9	"Puzzle"
"Command &amp; Conquer: Red Alert 3 -- Commander's Challenge"	"X360"	7.5	"Strategy"
"Champions Online"	"PC"	7.6	"RPG"
"Dirt 2"	"Wii"	4	"Racing"
"Spaceball: Revolution"	"Wii"	5.9	"Puzzle"
"Red Faction: Guerrilla"	"PC"	8	"Shooter"
"Squareball "	"iPhone"	9	"Platformer"
"Crash 'N' The Boys: Street Challenge"	"Wii"	8	"Sports"
"Zuma's Revenge"	"PC"	8	"Puzzle"
"NHL 2K10"	"PS3"	6.7	"Sports"
"Raiden IV"	"X360"	6	"Shooter"
"Marvel: Ultimate Alliance 2"	"X360"	7.7	"Action, RPG"
"Scribblenauts"	"DS"	8.7	"Puzzle, Action"
"Marvel: Ultimate Alliance 2"	"PS3"	7.7	"Action, RPG"
"Gran Turismo"	"PSP"	6.8	"Racing"
"Majesty 2: The Fantasy Kingdom Sim"	"PC"	7.5	"Strategy"
"GeoDefense Swarm"	"iPhone"	8.2	"Strategy"
"NHL 2K10"	"X360"	6.7	"Sports"
"Crash 'N' The Boys: Street Challenge"	"NES"	8	"Sports"
"NHL 10"	"PS3"	8.7	"Sports"
"Wet"	"PS3"	6.6	"Action"
"Sonic &amp; Knuckles"	"X360"	7.5	"Platformer"
"NHL 10"	"X360"	8.7	"Sports"
"Dexter: The Game"	"iPhone"	8	"Action"
"Wet"	"X360"	6.6	"Action"
"Naruto Shippuden: Ninja Destiny 2"	"DS"	7.5	"Fighting"
"Batman: Arkham Asylum"	"PC"	9.3	"Action"
"IL-2: Sturmovik: Birds of Prey"	"PS3"	8.6	"Flight, Action"
"Teenage Mutant Ninja Turtles: Turtles in Time Re-Shelled"	"PS3"	5.9	"Fighting, Action"
"Modern Combat: Sandstorm"	"iPhone"	8.3	"Shooter"
"Need for Speed Shift"	"X360"	9	"Racing"
"Need for Speed Shift "	"PS3"	9	"Racing"
"Blades of Fury"	"iPhone"	7.5	"Fighting"
"Need for Speed Shift"	"PC"	9	"Racing"
"Mario &amp; Luigi: Bowser's Inside Story"	"DS"	9.5	"Action, RPG"
"Resident Evil 5"	"PC"	9.3	"Action"
"Darkest of Days"	"X360"	3.6	"Shooter"
"Darkest of Days"	"PC"	4	"Shooter"
"Disgaea 2: Dark Hero Days"	"PSP"	8.6	"Strategy, RPG"
"Dirt 2"	"DS"	8	"Racing"
"Contra ReBirth"	"Wii"	8.2	"Shooter"
"Madden NFL 10"	"iPhone"	8	"Sports"
"LittleBigPlanet (Game of the Year Edition)"	"PS3"	9.5	"Platformer"
"Super Star Wars: Return of the Jedi"	"Wii"	8.5	"Action"
"Dirt 2"	"PSP"	4.2	"Racing"
"The Beatles: Rock Band (Limited Edition)"	"X360"	8	"Music"
"Out of the Park Baseball 10"	"PC"	8	"Sports, Simulation"
"The Beatles: Rock Band (Limited Edition)"	"PS3"	8	"Music"
"The Beatles: Rock Band (Limited Edition)"	"Wii"	8	"Music"
"Super Star Wars: Return of the Jedi"	"SNES"	8.5	"Action"
"Section 8"	"X360"	7.5	"Shooter"
"Section 8"	"PC"	8	"Shooter"
"The Beatles: Rock Band"	"PS3"	9	"Music"
"The Beatles: Rock Band"	"Wii"	9	"Music"
"The Beatles: Rock Band"	"X360"	9	"Music"
"Active Life: Extreme Challenge"	"Wii"	5	"Sports, Compilation"
"Mana Khemia 2: Fall of Alchemy "	"PS2"	8	"RPG"
"Muramasa: The Demon Blade"	"Wii"	8.9	"Simulation"
"Fate/Unlimited Codes"	"PSP"	8.2	"Fighting"
"Raven Squad"	"PC"	2	"Shooter"
"Warriors Orochi 2"	"PSP"	5.2	"Action"
"Dirt 2"	"X360"	8.4	"Racing"
"Raven Squad"	"X360"	2	"Action"
"Dirt 2"	"PS3"	8.4	"Racing"
"Yo-Ho Kablammo!"	"X360"	5.3	"Action"
"Mr. Driller"	"iPhone"	6.5	"Puzzle"
"The Bigs 2"	"PS2"	5.8	"Sports, Action"
"Brain Age Express: Sudoku"	"DSi"	8	"Educational, Puzzle"
"Pop+ Solo"	"DSi"	7	"Puzzle, Action"
"IL-2: Sturmovik: Birds of Prey"	"X360"	8.6	"Flight"
"Guitar Hero 5"	"PS3"	8.9	"Music"
"Defense Grid: The Awakening"	"X360"	8.9	"Strategy, RPG"
"Guitar Hero 5"	"X360"	8.9	"Music"
"Guitar Hero 5"	"Wii"	9.3	"Music"
"Phantasy Star"	"Wii"	8.5	"RPG"
"Tales of Monkey Island -- Chapter 2: The Siege of Spinner Cay"	"Wii"	6.9	"Adventure"
"Phantasy Star"	"Master System"	8.5	"RPG"
"Soulcalibur: Broken Destiny"	"PSP"	8	"Fighting"
"Spy Bot Chronicles"	"iPhone"	7	"Platformer"
"Invincible Tiger: The Legend of Han Tao"	"PS3"	6.6	"Fighting, Action"
"Cursed Mountain"	"Wii"	7.5	"Adventure"
"Watchmen: The End is Nigh -- Part 2 "	"PC"	5	"Action"
"NBA 2K10: Draft Combine"	"X360"	7.5	"Sports, Simulation"
"iMech"	"iPhone"	8.5	"Shooter"
"Watchmen: The End is Nigh -- Part 2"	"X360"	5	"Action"
"Spectrobes: Origins"	"Wii"	8	"Action, Adventure"
"Invincible Tiger: The Legend of Han Tao"	"X360"	6.6	"Fighting, Action"
"Watchmen: The End is Nigh -- Part 2"	"PS3"	5	"Action"
"Tales of Monkey Island -- Chapter 2: The Siege of Spinner Cay"	"PC"	7.9	"Adventure"
"Batman: Arkham Asylum (Collector's Edition)"	"PS3"	9.3	"Action"
"Batman: Arkham Asylum (Collector's Edition)"	"X360"	9.3	"Action"
"Mr. Driller W"	"Wii"	6.1	"Puzzle"
"Mass Effect: Pinnacle Station"	"X360"	5	"RPG"
"WarpForce"	"PC"	4	"RPG"
"Super Star Wars: The Empire Strikes Back"	"Wii"	7.5	"Action"
"Super Star Wars: The Empire Strikes Back"	"SNES"	7.5	"Action"
"Professor Layton and The Diabolical Box"	"DS"	8.5	"Adventure"
"Gangstar: West Coast Hustle"	"iPhone"	7.9	"Action"
"Rock Band Track Pack: Country"	"Wii"	5	"Music"
"Rock Band Track Pack: Country"	"PS3"	6.5	"Music"
"Smash Cars"	"PS3"	7	"Racing"
"Metroid Prime Trilogy"	"Wii"	9.5	"Compilation"
"Rock Band Track Pack: Country"	"X360"	6.5	"Music"
"Batman: Arkham Asylum"	"PS3"	9.3	"Action"
"Batman: Arkham Asylum"	"X360"	9.3	"Action"
"Rock Band Track Pack: Country"	"PS2"	5	"Music"
"Osmos "	"PC"	8.5	"Puzzle"
"Wolfenstein"	"PC"	7.3	"Shooter"
"Wallace &amp; Gromit's Grand Adventures, Episode 4: The Bogey Man"	"PC"	7.2	"Adventure"
"Pro Cycling Manager: Tour de France 2009"	"X360"	5.1	"Racing"
"3D Good vs. Evil"	"iPhone"	6.8	"Board"
"Real Heroes: Firefighter"	"Wii"	7.7	"Simulation"
"Wolfenstein"	"PS3"	7	"Shooter"
"Bust-A-Move"	"iPhone"	7.1	"Platformer"
"The Revenge of Shinobi"	"Wii"	8	"Action"
"Wolfenstein"	"X360"	7.3	"Shooter"
"Fossil Fighters"	"DS"	5.9	"Battle"
"The Revenge of Shinobi"	"GEN"	8	"Action"
"Shadow Complex"	"X360"	9.4	"Shooter"
"Electric Box"	"iPhone"	7.6	"Puzzle"
"PictureBook Games: Pop-Up Pursuit"	"Wii"	6.1	"Adventure"
"Spider: The Secret of Bryce Manor"	"iPhone"	8.9	"Platformer"
"Hannah Montana: Rock Out the Show"	"PSP"	5.1	"Music"
"Battle Poker"	"Wii"	5.6	"Card, Battle"
"Madden NFL 10"	"PS2"	7.3	"Sports"
"Dissidia Final Fantasy"	"PSP"	8.9	"Action, RPG"
"Sudoku Student"	"DSi"	7	"Puzzle"
"Flipnote Studio"	"DSi"	9	"Productivity"
"Crystal Defenders"	"PS3"	7.5	"Strategy"
"Hearts of Iron III"	"PC"	8.5	"Strategy"
"Buzz! Junior: Robo Jam"	"PS3"	4.5	"Action"
"Madden NFL 10 "	"PSP"	7.9	"Sports"
"Myst"	"PSP"	7.5	"Adventure"
"Brave: A Warrior's Tale"	"Wii"	4.3	"Action, Adventure"
"Wolfenstein RPG"	"iPhone"	8.5	"RPG"
"Brain Age Express: Arts &amp; Letters"	"DSi"	7.9	"Educational, Puzzle"
"HB Arcade Cards"	"Wii"	2.8	"Card"
"Madden NFL 10"	"Wii"	8.2	"Sports"
"Super Star Wars"	"Wii"	8	"Action"
"Brave: A Warrior's Tale"	"X360"	4.3	"Action, Adventure"
"The Three Musketeers: One for All!"	"Wii"	5.1	"Platformer"
"Super Star Wars"	"SNES"	8	"Action"
"Sid Meier's Civilization Revolution"	"iPhone"	6.5	"Strategy"
"Duke Nukem 3D"	"iPhone"	7.9	"Shooter"
"Rock n' Roll Climber"	"Wii"	7.3	"Sports, Action"
"NyxQuest: Kindred Spirits"	"Wii"	8.5	"Platformer"
"Asphalt 4 Elite Racing"	"DSi"	7.8	"Racing"
"Trials HD"	"X360"	8.3	"Racing"
"Madden NFL 10"	"PS3"	8.9	"Sports"
"Daisy Fuentes Pilates"	"Wii"	4.5	"Simulation"
"NFL 2010"	"iPhone"	7.5	"Sports"
"Madden NFL 10"	"X360"	8.9	"Sports"
"Trine"	"PC"	8.2	"Platformer"
"G.I. Joe: The Rise of Cobra -- The Game"	"PSP"	5	"Action"
"Pac-Man Remix"	"iPhone"	7.5	"Action"
"Teenage Mutant Ninja Turtles: Turtles in Time Re-Shelled"	"X360"	5.9	"Fighting, Action"
"Overturn "	"Wii"	5.7	"Action"
"Space Bust-A-Move"	"DS"	7.8	"Puzzle"
"SingStar: Queen"	"PS3"	5.5	"Music"
"G.I. Joe: The Rise of Cobra -- The Game"	"DS"	7.1	"Action"
"G.I. Joe: The Rise of Cobra -- The Game"	"Wii"	5.8	"Action"
"Moonlights"	"iPhone"	8	"Puzzle"
"G.I. Joe: The Rise of Cobra -- The Game"	"X360"	5.8	"Action"
"G.I. Joe: The Rise of Cobra -- The Game"	"PS2"	5.8	"Action"
"Fallout 3 -- Mothership Zeta"	"X360"	7	"Action, RPG"
"Sexy Poker"	"Wii"	5.2	"Adult, Card"
"Fallout 3 -- Mothership Zeta"	"PC"	7	"Action, RPG"
"Strikers 1945 Plus"	"PSP"	4.8	"Shooter"
"G.I. Joe: The Rise of Cobra -- The Game"	"PS3"	5.8	"Action"
"Tecmo Bowl (Arcade)"	"Wii"	6.5	"Sports"
"Tecmo Bowl"	"Arcade"	6.5	"Sports"
"Fat Princess"	"PS3"	9	"Action"
"NCAA Football 10"	"PS2"	7.8	"Sports"
"Reign of Swords 2"	"iPhone"	8.5	"Strategy"
"Wild Wild Train"	"iPhone"	8	"Puzzle, Action"
"WipEout HD Fury"	"PS3"	9.2	"Racing"
"SimEarth: The Living Planet"	"TurboGrafx-16"	4	"Simulation"
"SimEarth: The Living Planet"	"Wii"	4	"Simulation"
"East India Company"	"PC"	7.7	"Strategy"
"Bookworm Adventures Volume 2"	"PC"	8.3	"Adventure"
"Minigore"	"iPhone"	7	"Shooter"
"Crazy Monkey Spin "	"iPhone"	7.1	"Platformer"
"G-Force"	"PS2"	7.3	"Action"
"The King of Fighters XII"	"X360"	6	"Fighting"
"The King of Fighters XII"	"PS3"	6	"Fighting"
"Space Invaders Infinity Gene"	"iPhone"	8.7	"Shooter"
"Bionic Commando"	"PC"	7.5	"Action"
"Marvel vs. Capcom 2"	"X360"	8.7	"Fighting"
"G-Force"	"iPhone"	7.5	"Action"
"Brain Challenge"	"DSi"	7.2	"Educational, Puzzle"
"Fantasy Zone II: The Tears of Opa-Opa"	"Wii"	8	"Shooter"
"Touch K.O."	"iPhone"	7.5	"Sports"
"G-Force"	"PSP"	7.4	"Action"
"NCAA Football 10"	"PSP"	7	"Sports"
"Marvel vs. Capcom 2"	"PS3"	9	"Fighting"
"Fantasy Zone II"	"Master System"	8	"Shooter"
"G-Force"	"DS"	7	"Action"
"Ant Nation"	"Wii"	5.4	"Strategy"
"Tales of Monkey Island -- Chapter 1: Launch of the Screaming Narwhal"	"Wii"	7	"Adventure"
"Secret Command"	"Wii"	6	"Action, Adventure"
"Secret Command"	"Master System"	6	"Other"
"Resident Evil 4: Mobile Edition"	"iPhone"	7	"Action"
"Watchmen: The End is Nigh -- The Complete Experience"	"PS3"	5	"Compilation"
"Watchmen: The End is Nigh -- Parts 1 and 2"	"X360"	5	"Action"
"California Games"	"Wii"	5	"Sports"
"Pulseman"	"Wii"	8	"Action"
"Gears of War 2: All Fronts Collection "	"X360"	7.8	"Shooter"
"The Secret of Monkey Island: Special Edition"	"iPhone"	6.5	"Adventure"
"Pulseman"	"GEN"	8	"Action"
"Power Pros Touch"	"iPhone"	5	"Sports, Action"
"Final Fantasy Crystal Chronicles: My Life as a Dark Lord"	"Wii"	8.1	"Strategy"
"G-Force"	"PS3"	7.3	"Action"
"Art Style: Base 10"	"DSi"	8	"Puzzle"
"Namco Museum Essentials"	"PS3"	7.2	"Action, Compilation"
"Blimp: The Flying Adventures"	"iPhone"	8	"Flight, Action"
"Art Style: Zengage"	"DSi"	6.5	"Puzzle"
"G-Force"	"X360"	7.3	"Action"
"Shatter"	"PS3"	9	"Puzzle"
"G-Force"	"Wii"	7.3	"Action"
"Little King's Story"	"Wii"	8.5	"Simulation"
"Battlefield Heroes"	"PC"	8	"Shooter"
"PDC World Championship Darts"	"DS"	2.5	"Sports"
"Up"	"Wii"	7	"Adventure"
"Nancy Drew: Ransom of the Seven Ships"	"PC"	7.3	"Adventure"
"PDC World Championship Darts"	"PSP"	2	"Sports"
"Streets of Rage"	"iPhone"	4	"Fighting"
"Puzzlings"	"iPhone"	7.5	"Puzzle"
"Unbound Saga"	"PSP"	5.8	"Action"
"The Bigs 2"	"PSP"	6	"Sports, Action"
"PDC World Championship Darts"	"Wii"	2	"Sports"
"'Splosion Man"	"X360"	9	"Action"
"PDC World Championship Darts "	"PS2"	1	"Sports"
"Incoming!"	"Wii"	4.1	"Action"
"Home Run Battle 3D"	"iPhone"	8	"Sports"
"What Did I Do To Deserve This, My Lord?!"	"PSP"	7.7	"Simulation"
"Wii Sports Resort"	"Wii"	7.7	"Sports"
"The Secret of Monkey Island: Special Edition"	"PC"	8.7	"Adventure"
"Street Fighter IV"	"PC"	8.9	"Fighting"
"Dawn of Discovery"	"PC"	8.2	"Strategy"
"The Bigs 2"	"Wii"	6.3	"Sports, Action"
"Age of Pirates 2: City of Abandoned Ships"	"PC"	5.7	"Action, Adventure"
"Droplitz"	"PC"	7.5	"Puzzle"
"The Secret of Monkey Island: Special Edition"	"X360"	8.7	"Adventure"
"NCAA Football 10"	"X360"	8.3	"Sports"
"NCAA Football 10"	"PS3"	8.3	"Sports"
"Worms"	"iPhone"	5.5	"Strategy"
"Yu-Gi-Oh! 5D's Wheelie Breakers"	"Wii"	7.5	"Card, Battle"
"Madballs in Babo: Invasion"	"X360"	7.5	"Shooter"
"Black Sigil: Blade of the Exiled"	"DS"	5.5	"RPG"
"Heracles: Chariot Racing"	"Wii"	6.5	"Racing"
"Jungle Bloxx"	"iPhone"	7.5	"Puzzle"
"F.A.S.T."	"iPhone"	8.5	"Flight, Simulation"
"Ice Age: Dawn of the Dinosaurs"	"PS2"	6.5	"Platformer"
"Ice Age: Dawn of the Dinosaurs"	"Wii"	6.5	"Platformer"
"Mega Man Star Force 3: Black Ace"	"DS"	6	"RPG"
"Fuel"	"PC"	5.1	"Racing"
"Rise of Flight: The First Great Air War "	"PC"	7.9	"Flight, Simulation"
"Ice Age: Dawn of the Dinosaurs"	"PS3"	6.5	"Platformer"
"Jagged Alliance DS"	"DS"	4.6	"Strategy, RPG"
"Reel Fishing Challenge"	"Wii"	4.4	"Hunting"
"Ice Age: Dawn of the Dinosaurs"	"X360"	6.5	"Platformer"
"Ice Age: Dawn of the Dinosaurs"	"PC"	6.5	"Platformer"
"Mega Man Star Force 3: Red Joker"	"DS"	6	"RPG"
"Battlefield 1943"	"X360"	8.5	"Shooter"
"The Bigs 2"	"X360"	8	"Sports, Action"
"Jewel Quest Deluxe"	"iPhone"	7.8	"Puzzle"
"Dawn of Discovery"	"Wii"	8	"Strategy"
"Battlefield 1943"	"PS3"	8.5	"Shooter"
"The Bigs 2"	"PS3"	8	"Sports, Action"
"Infernal: Hell's Vengeance"	"X360"	4	"Action"
"Resident Evil Archives: Resident Evil"	"Wii"	8	"Action, Adventure"
"Dawn of Discovery"	"DS"	7.3	"Strategy"
"Tales of Monkey Island -- Chapter 1: Launch of the Screaming Narwhal"	"PC"	7.9	"Adventure"
"Starhogs"	"iPhone"	8	"Action"
"The Punisher: No Mercy"	"PS3"	4.2	"Action"
"Bust-A-Move Plus"	"Wii"	7	"Puzzle"
"Bit.Trip Core"	"Wii"	7.8	"Action"
"America's Army 3"	"PC"	8.4	"Shooter"
